,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
13516,40.71276,-73.963,1,0,0,0
33083,40.67965,-73.98899,5,16,0,1
37706,40.75406,-73.92095,3,178,2,2
40005,40.74888,-73.87708,2,16,2,0
32545,40.73546,-73.9581,15,17,0,1
9760,40.68852,-73.98697,5,0,0,1
11962,40.71676,-73.94575,4,0,0,1
2807,40.78981,-73.97518,30,137,1,1
40065,40.68966,-73.92946,3,161,0,0
38170,40.77036,-73.92191,3,0,2,1
35325,40.66178,-73.9505,1,321,0,1
36557,40.76177,-73.99426,6,83,1,1
19664,40.68915,-73.95245,5,112,0,1
1704,40.76078,-73.99076,3,146,1,1
36903,40.75613,-73.97056,1,177,1,0
36963,40.77671,-73.91283,7,40,2,0
22587,40.69602,-73.99253,3,0,0,0
11311,40.69348,-73.95472,1,0,0,0
35263,40.7603,-73.98822,5,123,1,0
14022,40.7388,-73.98024,1,0,1,1
3941,40.67906,-73.99093,6,26,0,1
3488,40.76165,-73.92179,5,0,2,1
45230,40.72455,-73.94633,3,6,0,1
40768,40.73783,-73.99775,12,21,1,0
20957,40.7229,-73.98476,1,9,1,0
45314,40.71373,-73.96743,2,16,0,1
42402,40.75196,-73.86893,2,32,2,1
28204,40.63014,-74.03126,4,176,0,0
132,40.73494,-73.9503,3,0,0,0
39501,40.69758,-73.97432,30,311,0,0
47345,40.70322,-73.92718,30,297,0,0
15682,40.64741,-73.92588,1,13,0,1
37951,40.70245,-73.93603,1,35,0,0
40715,40.75636,-73.99675,1,362,1,0
20337,40.68725,-73.93068,5,0,0,0
27875,40.69854,-73.94069,2,0,0,0
34283,40.68518,-73.93517,5,0,0,1
26764,40.77398,-73.9498,4,0,1,1
15666,40.72994,-73.99455,1,0,1,0
17745,40.7194,-73.992,7,0,1,1
45141,40.83176,-73.9298,14,0,4,1
7998,40.76881,-73.98832,5,0,1,1
10629,40.80965,-73.93912,4,99,1,1
10707,40.80204,-73.95794,2,79,1,0
2532,40.82612,-73.95216,2,132,1,1
25459,40.67389,-73.93363,2,345,0,0
10792,40.76502,-73.98198,6,0,1,0
848,40.71629,-73.95786,14,25,0,1
13288,40.78239,-73.97581,2,0,1,1
45065,40.59997,-73.97804,30,80,0,1
47762,40.72123,-73.97884,3,361,1,1
44773,40.743,-73.89444,30,246,2,0
14468,40.69627,-73.9345,3,358,0,0
12578,40.70997,-73.94297,2,0,0,0
5963,40.71847,-73.98246,3,226,1,1
35589,40.76616,-73.91332,2,0,2,1
34249,40.71219,-73.96301,4,0,0,1
10389,40.82036,-73.94219,1,365,1,0
40458,40.64481,-73.97318,2,66,0,1
36151,40.71304,-73.95235,2,60,0,0
16845,40.76077,-73.99822,30,365,1,1
21037,40.72347,-73.94039,3,0,0,1
3900,40.78331,-73.94489,2,0,1,1
36370,40.72259,-73.98472,1,5,1,1
19154,40.7602,-73.998,30,185,1,1
14702,40.71957,-73.99573,30,161,1,1
20527,40.74753,-74.00396,3,9,1,1
36714,40.72941,-73.98094,4,0,1,1
41448,40.70595,-74.0118,2,317,1,1
6549,40.65131,-73.97405,5,0,0,1
47926,40.84154,-73.93766,5,260,1,1
30108,40.67616,-73.96466,3,0,0,1
24221,40.68546,-73.97933,20,32,0,1
47138,40.74419,-73.97195,30,353,1,1
44766,40.80735,-73.95938,2,101,1,1
47661,40.89198,-73.84779,2,168,4,1
38118,40.88511,-73.90831,3,0,4,1
32936,40.68315,-73.92913,1,0,0,0
19434,40.77508,-73.91231,18,0,2,1
2322,40.68769,-73.9749,5,250,0,0
38904,40.68911,-73.96297,3,0,0,1
2419,40.65176,-73.93452,3,333,0,1
17711,40.58633,-73.80603,1,0,2,0
32822,40.64487,-73.96233,5,0,0,1
44927,40.70612,-73.9264,3,156,0,0
1163,40.69011,-73.97691,4,34,0,1
32852,40.78029,-73.95252,10,9,1,1
11042,40.75547,-73.96467,1,0,1,1
33868,40.58884,-73.95136,2,13,0,1
957,40.62109,-74.16534,3,226,3,0
9682,40.76735,-73.81801,1,363,2,0
25575,40.76972,-73.92662,1,250,2,0
5583,40.68454,-73.96382,1,0,0,0
5972,40.68204,-73.95642,3,365,0,1
15713,40.79613,-73.96638,30,104,1,1
22420,40.69511,-73.90715,4,11,0,0
31928,40.72888,-73.99019,1,16,1,1
25037,40.78561,-73.97637,3,116,1,1
17967,40.80546,-73.94601,2,0,1,1
31760,40.71447,-73.85181,2,6,2,0
27770,40.71953,-74.00386,14,335,1,1
41993,40.68908,-73.9522,1,77,0,0
2039,40.72784,-73.98486,3,0,1,1
11567,40.72744,-73.99979,3,0,1,1
4166,40.79721,-73.816,3,281,2,1
27286,40.71259,-73.94189,4,11,0,1
37176,40.67937,-73.91108,1,87,0,2
18776,40.76556,-73.98197,30,189,1,1
46492,40.69174,-73.93094,4,10,0,1
11511,40.76783,-73.92316,1,276,2,0
34710,40.70788,-74.00484,29,9,1,1
2271,40.72613,-73.93915,2,0,0,1
19504,40.68526,-73.94099,3,89,0,1
9416,40.70833,-73.9564,7,0,0,1
18971,40.72222,-73.99545,2,0,1,1
38178,40.74957,-73.97683,30,332,1,1
21985,40.66929,-73.98707,5,192,0,1
6168,40.79994,-73.97001,1,88,1,0
6757,40.7182,-73.99326,6,0,1,1
8020,40.82122,-73.92773,2,52,4,0
12224,40.72615,-74.00225,4,0,1,1
40503,40.70889,-74.00701,10,54,1,1
28749,40.83044,-73.94839,3,0,1,0
29895,40.67074,-73.94896,3,165,0,1
9746,40.7787,-73.98407,3,0,1,1
44188,40.76512,-73.98674,1,365,1,1
18917,40.69626,-73.8488,5,238,2,0
17827,40.69647,-73.92474,3,31,0,1
14370,40.75771,-73.96872,3,0,1,0
17357,40.80974,-73.96034,7,0,1,0
21039,40.74503,-73.99922,2,219,1,1
41153,40.70002,-73.91909,3,0,0,0
82,40.71851,-73.98892,5,328,1,1
24443,40.76479,-73.98842,1,0,1,0
19691,40.78697,-73.94469,2,92,1,0
15864,40.8032,-73.96495,1,0,1,0
21655,40.72056,-73.98539,2,180,1,1
23829,40.68524,-73.92183,2,0,0,0
31165,40.70653,-73.90877,2,108,2,1
42675,40.86948,-73.92122,2,65,1,1
8227,40.81412,-73.95185,2,0,1,1
22316,40.75607,-73.83202,2,82,2,0
6135,40.78137,-73.98183,2,0,1,1
44820,40.67757,-73.91314,2,171,0,0
36877,40.65047,-74.00403,1,327,0,0
5590,40.64047,-74.00842,1,273,0,0
8384,40.72644,-73.97866,2,69,1,0
19424,40.76038,-73.99951,30,365,1,1
5428,40.82035,-73.95529,1,361,1,0
37017,40.58392,-74.1078,14,268,3,1
8792,40.7259,-73.9939,3,223,1,1
1974,40.82719,-73.94484,7,312,1,0
43800,40.83532,-73.94428,5,272,1,0
242,40.74358,-74.00027,2,348,1,1
12497,40.74361,-73.99503,4,27,1,1
31686,40.76956,-73.9243,1,351,2,0
18374,40.62646,-73.94554,1,364,0,0
41570,40.67302,-73.92134,2,29,0,2
42929,40.76581,-73.98745,10,170,1,1
28830,40.80039,-73.9361,3,0,1,1
36977,40.74549,-73.99066,25,305,1,1
27173,40.77196,-73.95454,2,0,1,1
32965,40.72712,-74.00065,1,300,1,1
14547,40.72474,-73.95508,2,0,0,0
28106,40.67787,-73.98635,2,0,0,0
19624,40.68992,-73.90951,2,0,0,0
44223,40.70632,-74.01073,2,348,1,1
1392,40.71447,-73.95237,30,230,0,0
8737,40.77583,-73.9131,3,0,2,0
35086,40.68574,-73.99958,3,101,0,1
5460,40.78829,-73.97053,6,0,1,1
40606,40.73203,-73.95126,1,22,0,1
2298,40.58408,-73.94122,4,360,0,1
10105,40.7149,-73.95588,2,0,0,1
22902,40.76646,-73.97912,3,352,1,1
17015,40.66197,-73.98907,1,0,0,1
48134,40.73835,-73.98121,2,31,1,0
46682,40.79147,-73.96644,14,87,1,0
20553,40.73243,-74.00932,4,0,1,1
40550,40.68617,-73.95927,4,365,0,0
32924,40.72891,-73.97977,1,59,1,1
21046,40.71919,-73.99208,1,0,1,0
1984,40.8032,-73.94004,30,365,1,0
1892,40.72876,-73.98413,7,31,1,0
43394,40.61489,-73.94541,2,0,0,2
46307,40.76157,-73.99278,1,16,1,1
13229,40.76276,-73.96009,1,0,1,0
39777,40.74737,-73.9742,2,99,1,1
2119,40.69224,-73.99638,30,0,0,1
39829,40.77522,-73.93014,7,0,2,0
37702,40.66199,-73.772,1,340,2,0
46521,40.76615,-73.95639,1,7,1,0
26942,40.71789,-73.9579,1,243,0,1
42952,40.71178,-73.94257,7,263,0,1
30739,40.85395,-73.93335,4,286,1,1
6660,40.82796,-73.9505,1,0,1,0
32710,40.6755,-73.99806,2,0,0,0
48191,40.74812,-73.93875,1,334,2,1
47458,40.69796,-73.92915,30,179,0,1
14007,40.80097,-73.9489,1,0,1,0
11210,40.74491,-73.83355,1,76,2,0
880,40.80343,-73.9531,3,248,1,0
39094,40.82089,-73.94791,1,0,1,0
13526,40.72288,-73.99466,1,0,1,0
19339,40.69468,-73.99327,3,2,0,1
47632,40.69209,-73.91882,7,18,0,0
123,40.72245,-73.98527,4,0,1,1
42445,40.81731,-73.89052,21,341,4,0
22828,40.66364,-73.95725,30,1,0,0
29339,40.68124,-73.9456,30,299,0,1
14351,40.71327,-73.99853,1,0,1,0
42266,40.74851,-73.97431,29,341,1,1
16752,40.76334,-73.98909,30,105,1,1
38872,40.69456,-73.90714,2,35,0,0
9342,40.71818,-73.84944,1,344,2,0
11040,40.69474,-73.83038,1,344,2,0
4483,40.78087,-73.97812,1,0,1,1
36066,40.70161,-73.91922,30,184,0,0
25337,40.73574,-74.00121,14,341,1,1
13335,40.71074,-73.95145,1,0,0,0
28017,40.78383,-73.97529,30,301,1,1
20543,40.67711,-73.99692,2,0,0,0
14224,40.84901,-73.93859,12,0,1,1
10841,40.82117,-73.94306,2,0,1,1
11880,40.77912,-73.97976,6,0,1,1
27707,40.80791,-73.947,2,365,1,0
6963,40.67067,-73.95693,1,47,0,0
5799,40.71752,-73.94187,1,0,0,2
1662,40.67958,-73.93687,3,275,0,1
27466,40.711,-73.95701,2,0,0,1
27854,40.74523,-73.91676,14,0,2,1
28599,40.71644,-73.94807,2,0,0,1
3957,40.68825,-73.98038,3,0,0,1
17634,40.78023,-73.97884,5,24,1,1
10805,40.73858,-73.98882,4,0,1,1
10409,40.77285,-73.94715,1,0,1,0
35232,40.61542,-74.08496,3,37,3,2
19531,40.69636,-73.92482,2,0,0,1
35947,40.70037,-73.92408,5,0,0,1
16266,40.74451,-73.99236,30,350,1,1
6934,40.70516,-73.91609,1,0,0,0
23777,40.73,-74.00122,2,0,1,1
16076,40.69284,-73.90348,7,0,2,0
12477,40.66519,-73.98264,2,0,0,1
8161,40.77357,-73.95193,1,0,1,1
13198,40.71748,-73.95685,6,0,0,0
14689,40.70357,-73.93444,3,91,0,0
26614,40.64103,-73.99228,8,109,0,0
6561,40.69258,-73.92528,2,280,0,0
27293,40.77538,-73.97743,1,80,1,1
16986,40.75704,-73.99564,4,41,1,1
8480,40.60078,-73.96527,1,319,0,0
7772,40.77842,-73.92549,30,283,2,0
43424,40.64403,-74.00087,1,89,0,0
6356,40.75398,-73.82778,3,319,2,1
45143,40.73512,-73.99445,3,9,1,1
3729,40.78531,-73.96988,1,0,1,1
39834,40.75605,-73.99711,1,20,1,1
4796,40.68572,-73.98602,3,0,0,1
6418,40.83212,-73.93054,1,355,4,0
30557,40.78268,-73.94977,3,0,1,1
48273,40.71752,-73.99147,2,23,1,0
48222,40.7154,-73.95438,5,7,0,0
10513,40.7354,-74.00861,2,0,1,1
46474,40.6905,-73.93877,3,68,0,0
39288,40.73704,-74.00501,3,18,1,1
8374,40.7103,-73.96622,4,0,0,0
47212,40.70087,-73.94075,30,341,0,2
36571,40.74836,-73.9807,2,220,1,2
35378,40.66818,-73.95529,2,89,0,1
40442,40.69126,-73.95285,14,364,0,1
23837,40.76473,-73.91183,1,0,2,1
41255,40.73027,-74.00077,3,19,1,1
41765,40.81052,-73.95973,6,252,1,0
1587,40.67641,-73.95729,7,0,0,0
39409,40.76654,-73.92382,30,0,2,0
19589,40.71089,-73.96627,2,338,0,0
17678,40.75965,-73.96631,30,68,1,1
18418,40.61825,-74.03188,3,290,0,0
5293,40.74622,-73.94277,1,297,2,0
5297,40.63881,-73.91751,3,278,0,0
47333,40.75959,-73.96473,3,244,1,1
15364,40.75489,-73.9666,4,242,1,1
4784,40.73817,-74.00274,3,0,1,1
40365,40.75518,-73.9143,5,0,2,1
17119,40.77567,-73.9786,21,281,1,0
45147,40.79238,-73.94402,2,34,1,1
2201,40.72346,-73.97907,5,320,1,0
8372,40.66632,-73.99013,3,6,0,1
29291,40.72147,-73.9441,14,0,0,0
8944,40.76493,-73.98066,2,63,1,1
46719,40.68635,-73.91482,4,274,0,0
58,40.72401,-73.93788,4,320,0,0
17396,40.78817,-73.98068,2,0,1,0
311,40.72646,-73.95341,3,15,0,0
22669,40.76534,-73.9894,5,54,1,0
14493,40.70723,-73.94939,1,0,0,0
13864,40.71957,-73.94199,5,308,0,0
30350,40.74233,-74.0002,3,0,1,0
4592,40.7215,-73.97747,5,80,1,0
19670,40.68561,-73.95431,30,220,0,1
46091,40.76506,-73.98507,30,336,1,1
10728,40.67743,-73.95523,4,365,0,1
44103,40.67723,-73.95133,4,4,0,1
5412,40.67652,-73.96442,30,0,0,0
23059,40.75885,-73.86959,1,47,2,0
10738,40.69579,-73.98296,4,0,0,0
23825,40.67585,-73.96755,3,0,0,1
24133,40.77594,-73.94461,1,172,1,0
16642,40.73356,-73.96001,1,0,0,0
47842,40.71982,-73.94742,2,245,0,1
26883,40.68294,-73.93979,30,87,0,1
43799,40.75886,-73.96596,5,127,1,1
28266,40.68318,-73.96624,21,0,0,1
19176,40.74381,-73.9923,30,0,1,1
17278,40.68392,-73.90654,6,0,0,0
39925,40.69303,-73.96196,1,285,0,1
40543,40.77463,-73.94972,30,249,1,1
14020,40.697,-73.92176,1,0,0,0
23557,40.75539,-73.91311,1,136,2,0
37392,40.7409,-73.87738,1,88,2,0
38288,40.79396,-73.96311,4,265,1,1
46594,40.80211,-73.94365,1,17,1,1
22438,40.71398,-73.94702,5,50,0,0
21966,40.69872,-73.92718,1,0,0,0
24468,40.686,-73.94133,1,39,0,0
11579,40.71067,-73.98695,1,0,1,0
29325,40.64976,-74.00165,1,35,0,0
10403,40.71111,-73.91689,10,36,2,0
4339,40.66411,-73.92905,1,279,0,1
34119,40.67788,-73.94525,2,364,0,0
36752,40.77945,-73.82029,1,86,2,0
18666,40.70542,-73.92025,15,0,0,0
42076,40.75828,-73.98876,1,299,1,0
43542,40.68727,-73.98956,2,5,0,1
46347,40.71083,-74.00803,3,199,1,1
24587,40.72054,-73.95919,3,0,0,0
22895,40.77949,-73.91015,2,166,2,0
11905,40.68375,-73.93313,2,159,0,1
6278,40.68373,-73.92925,2,260,0,0
6427,40.6848,-73.95728,3,0,0,1
15517,40.80057,-73.9556,3,80,1,0
40924,40.74578,-73.89328,30,1,2,0
24730,40.70334,-73.90647,2,0,2,0
17518,40.74595,-73.98996,1,0,1,1
6443,40.73287,-73.98585,1,0,1,1
45928,40.74833,-73.98162,1,73,1,0
12286,40.73095,-74.00242,1,0,1,1
37310,40.68602,-73.99023,2,0,0,0
39815,40.68214,-73.92159,1,0,0,0
4457,40.77401,-73.9457,1,0,1,0
5745,40.80606,-73.95061,3,359,1,0
14709,40.77123,-73.90932,1,32,2,0
8159,40.70792,-73.94274,1,0,0,0
27737,40.71425,-73.96276,1,0,0,1
37658,40.89429,-73.84392,1,363,4,0
20385,40.82098,-73.94214,2,135,1,0
22296,40.71891,-73.9657,2,0,0,1
20277,40.75089,-73.98059,30,134,1,1
40608,40.7282,-73.89135,3,121,2,1
38405,40.6475,-74.00786,5,0,0,1
43963,40.82715,-73.94667,1,175,1,0
5021,40.692,-73.93852,1,0,0,0
4801,40.70765,-74.00761,2,0,1,1
43174,40.69934,-73.92947,4,15,0,1
32366,40.71766,-73.99827,1,348,1,0
29513,40.67521,-73.93996,7,365,0,0
18098,40.79356,-73.94164,7,0,1,1
10453,40.6529,-74.00399,10,0,0,1
23892,40.7316,-74.00212,5,148,1,1
26477,40.75008,-73.97655,30,364,1,1
7141,40.72669,-73.98275,5,242,1,1
8237,40.72098,-73.99493,1,0,1,1
43144,40.78974,-73.94933,1,83,1,1
7150,40.67198,-73.93011,3,0,0,1
40441,40.74038,-73.86964,1,236,2,2
13340,40.75221,-73.97157,2,0,1,1
16131,40.67218,-73.95368,2,132,0,1
27257,40.64116,-73.95991,2,5,0,1
38181,40.82982,-73.94661,1,41,1,0
12451,40.78007,-73.94677,4,0,1,1
40559,40.71324,-73.95099,2,329,0,1
1295,40.73481,-73.99845,5,0,1,1
45138,40.76761,-73.99208,2,101,1,1
15591,40.82302,-73.94477,1,365,1,1
20177,40.70272,-73.93005,3,0,0,1
19606,40.74634,-73.98704,1,337,1,0
23423,40.75071,-73.97995,2,66,1,0
43677,40.75661,-73.96396,2,314,1,0
38371,40.73885,-73.87553,29,1,2,0
24802,40.71366,-73.99153,1,249,1,1
42187,40.77482,-73.90852,3,208,2,0
8649,40.68932,-73.99082,2,4,0,1
43816,40.68834,-73.9989,2,43,0,1
37861,40.80612,-73.93627,1,357,1,0
32716,40.64795,-73.89337,2,144,0,0
29128,40.70637,-74.00941,30,310,1,1
44000,40.67562,-73.87763,3,13,0,1
14811,40.75926,-73.99304,2,5,1,1
7444,40.69158,-73.93823,2,364,0,0
36905,40.60319,-73.99591,1,0,0,1
27216,40.7008,-73.99385,1,96,0,1
43650,40.76649,-73.92356,2,23,2,1
48429,40.72349,-73.99322,3,14,1,1
38493,40.72447,-73.94458,30,0,0,1
4705,40.66939,-73.94839,2,306,0,1
22418,40.69171,-73.9575,4,218,0,1
17474,40.72232,-73.99579,3,0,1,0
46033,40.84176,-73.93738,3,0,1,0
35521,40.72538,-73.89284,2,317,2,1
39539,40.77861,-73.94628,7,235,1,1
13751,40.68676,-73.92192,1,25,0,1
32869,40.67367,-73.9223,3,292,0,1
4975,40.8362,-73.94033,1,314,1,0
11171,40.677,-73.92363,1,67,0,0
3773,40.7095,-73.78828,2,362,2,0
24033,40.7291,-73.99246,2,5,1,1
24083,40.7098,-73.94834,3,0,0,0
15440,40.72421,-73.99041,1,90,1,0
39531,40.68963,-73.95138,3,110,0,1
10100,40.78824,-73.94687,1,262,1,1
48819,40.69,-73.73098,1,175,2,0
18779,40.78194,-73.94791,1,0,1,0
13050,40.72049,-73.95894,6,331,0,0
29797,40.72454,-73.84103,1,35,2,0
41768,40.64577,-73.93118,3,86,0,1
415,40.6755,-73.95878,2,0,0,0
395,40.72533,-73.99143,2,170,1,1
8929,40.8395,-73.9447,3,3,1,0
40839,40.71494,-74.00676,30,310,1,1
10593,40.66766,-73.98257,2,0,0,1
18405,40.71916,-73.95749,5,0,0,0
20810,40.64272,-73.97187,3,141,0,1
47484,40.67913,-73.94872,3,28,0,1
21619,40.82316,-73.95343,30,133,1,0
7138,40.82306,-73.94688,1,274,1,0
7171,40.76902,-73.95807,2,0,1,1
20735,40.67756,-73.94775,3,266,0,1
4309,40.71242,-73.96793,30,296,0,0
24346,40.81232,-73.94112,7,17,1,0
47259,40.76413,-73.99466,1,337,1,1
8637,40.76555,-73.95791,3,311,1,1
35666,40.6999,-73.93947,1,88,0,0
28285,40.68719,-73.99384,30,54,0,1
1055,40.66859,-73.98235,20,149,0,1
38647,40.68371,-73.95096,2,330,0,0
30172,40.76646,-73.9676,3,163,1,1
24306,40.68511,-73.96775,1,0,0,0
19663,40.76028,-73.98846,1,152,1,0
10,40.80316,-73.96545,5,6,1,1
10378,40.85205,-73.78868,1,173,4,0
4970,40.68695,-73.9631,3,0,0,1
5893,40.69276,-73.9963,2,348,0,0
46378,40.71534,-73.95692,1,71,0,1
35048,40.65258,-73.96343,3,165,0,1
28104,40.67704,-73.9846,1,338,0,0
17684,40.70358,-74.00854,30,190,1,1
32132,40.82927,-73.94272,2,298,1,1
36258,40.70779,-73.94714,3,3,0,0
13508,40.77836,-73.9822,2,11,1,1
38850,40.68583,-73.90985,1,365,0,0
40886,40.73271,-74.00324,4,127,1,1
39584,40.7173,-73.96159,1,326,0,1
20585,40.75092,-73.98636,2,0,1,1
5001,40.68744,-73.9747,2,290,0,1
38481,40.70247,-73.90474,2,2,2,0
27925,40.72863,-73.99008,3,0,1,0
33989,40.64149,-74.02325,4,146,0,1
32587,40.76243,-73.99805,1,84,1,1
41058,40.62583,-73.96237,30,252,0,0
19537,40.7762,-73.97944,2,215,1,1
37210,40.70264,-73.92514,1,29,0,0
47370,40.74339,-73.98205,1,360,1,1
9570,40.70794,-73.93976,5,0,0,0
30332,40.69012,-73.99221,1,2,0,0
690,40.74511,-73.92398,10,40,2,1
24473,40.72351,-73.94059,2,0,0,0
25454,40.81876,-73.93974,1,179,1,0
21902,40.68073,-73.78354,1,345,2,0
11280,40.72774,-73.97934,2,236,1,1
11231,40.76512,-73.92431,3,0,2,1
34817,40.86139,-73.92744,1,365,1,0
13615,40.7533,-73.97162,4,0,1,1
7317,40.80226,-73.94506,1,108,1,0
25022,40.63529,-74.09068,3,351,3,0
42269,40.72876,-73.81967,13,0,2,1
19495,40.74768,-73.98723,1,351,1,1
3449,40.66551,-73.98805,10,0,0,0
41640,40.74119,-73.99536,30,327,1,1
45505,40.77932,-73.95343,30,197,1,1
43214,40.67144,-73.92496,3,7,0,1
39180,40.69064,-73.76009,2,356,2,0
18022,40.74438,-73.99329,5,0,1,1
6379,40.76025,-73.99555,4,286,1,0
45378,40.74822,-73.98555,1,274,1,0
14147,40.80283,-73.96504,15,0,1,1
30990,40.73276,-73.87252,2,140,2,1
26366,40.68805,-73.97563,2,0,0,1
22194,40.86868,-73.85483,2,87,4,1
11259,40.71065,-73.83015,1,90,2,1
28433,40.62643,-74.0072,2,285,0,1
28081,40.71601,-73.99171,4,0,1,1
20987,40.70762,-73.94221,3,0,0,0
38423,40.76732,-73.95179,1,49,1,1
35323,40.79422,-73.94421,30,219,1,1
23187,40.66413,-73.76651,1,84,2,0
46677,40.76444,-73.9157,2,270,2,1
37116,40.70626,-73.81463,1,44,2,1
2179,40.76777,-73.91109,1,55,2,2
47137,40.74405,-73.97349,30,365,1,1
38548,40.76194,-73.91255,2,13,2,0
17688,40.73938,-74.00002,3,0,1,1
34279,40.68036,-73.94587,3,179,0,0
24474,40.70126,-73.91396,3,241,0,0
28591,40.64226,-73.99706,1,333,0,0
34998,40.75611,-73.9937,1,30,1,1
34676,40.81589,-73.93686,3,0,1,1
523,40.76684,-73.95944,7,44,1,1
15005,40.71214,-73.95837,2,0,0,1
43828,40.69806,-73.94544,1,105,0,0
40082,40.72663,-73.93819,7,63,0,0
43789,40.68787,-73.77727,2,180,2,0
43202,40.72493,-73.99318,7,3,1,1
26006,40.67927,-73.94758,4,0,0,0
13406,40.76805,-73.90906,2,0,2,1
30991,40.79398,-73.9397,2,7,1,1
3853,40.81128,-73.94117,3,35,1,1
48414,40.86355,-73.89234,2,58,4,0
21684,40.68083,-73.94445,5,0,0,0
4912,40.68902,-73.96976,3,323,0,1
21082,40.6864,-73.96882,3,15,0,1
45388,40.62987,-74.02655,2,179,0,1
15825,40.64159,-73.95985,3,209,0,1
29303,40.68185,-73.92854,30,342,0,0
28754,40.76575,-73.98168,30,343,1,1
25820,40.74946,-73.9785,3,22,1,2
27351,40.68594,-73.94967,5,0,0,0
38831,40.77853,-73.97609,7,0,1,1
6780,40.6776,-73.94918,2,18,0,1
35281,40.75435,-73.99744,4,3,1,1
20291,40.68712,-73.91847,7,0,0,0
24316,40.68199,-73.93665,30,248,0,1
36626,40.86565,-73.92348,2,271,1,0
26269,40.64123,-74.08169,2,356,3,0
1373,40.76257,-73.99303,3,38,1,1
37808,40.76243,-73.93044,25,177,2,1
41069,40.89702,-73.85723,2,356,4,1
26807,40.69523,-73.9191,3,0,0,1
42298,40.75378,-73.9955,7,318,1,0
18132,40.68569,-73.92549,5,330,0,1
26988,40.65909,-73.94423,2,60,0,0
43206,40.76799,-73.90995,1,31,2,0
14111,40.73967,-73.98643,14,0,1,1
28874,40.68855,-73.97883,5,0,0,1
27528,40.67315,-73.94534,7,0,0,0
23041,40.70586,-74.00875,1,0,1,0
18307,40.70468,-73.93681,6,358,0,0
19471,40.68127,-73.92686,7,347,0,1
23826,40.73111,-73.98675,4,0,1,1
28141,40.70758,-74.00409,1,174,1,1
39860,40.69078,-73.90504,30,365,0,2
47680,40.78672,-73.9488,30,341,1,1
22138,40.76138,-73.9598,30,336,1,1
1598,40.76216,-73.92542,6,164,2,1
45161,40.60783,-73.98445,3,89,0,0
11783,40.68201,-73.93802,5,289,0,0
7259,40.73627,-73.9802,2,10,1,1
36014,40.65167,-74.00624,1,169,0,0
17714,40.67088,-73.76672,1,363,2,0
24134,40.80006,-73.9648,1,0,1,1
6927,40.87829,-73.83471,2,348,4,1
38359,40.76917,-73.95367,2,0,1,1
6997,40.71068,-74.00713,5,0,1,1
24911,40.82329,-73.95184,3,64,1,0
37828,40.7184,-73.98719,1,256,1,1
9153,40.72745,-74.0027,6,275,1,1
38864,40.77135,-73.95035,30,326,1,1
24225,40.77969,-73.98747,2,250,1,1
9581,40.70055,-73.92193,1,0,0,0
38239,40.83488,-73.91988,2,0,4,0
23420,40.60577,-74.12819,1,0,3,0
11437,40.72582,-73.90549,3,321,2,1
22150,40.58186,-73.9602,1,1,0,0
22004,40.67268,-73.95249,3,37,0,0
24761,40.74637,-74.00263,3,0,1,1
18937,40.6871,-73.77887,3,359,2,0
1103,40.67747,-73.76493,1,353,2,2
27760,40.61465,-74.00312,2,236,0,0
1210,40.75086,-73.99776,5,0,1,1
41232,40.69271,-73.89519,3,120,2,1
22441,40.83126,-73.94832,2,0,1,0
11392,40.72212,-73.9378,3,0,0,1
32329,40.76931,-73.95336,3,0,1,1
24085,40.79749,-73.93336,1,177,1,0
37993,40.72943,-74.00243,30,234,1,1
21817,40.78025,-73.94802,2,145,1,0
8557,40.72101,-73.98905,4,29,1,1
5661,40.74264,-73.95122,1,0,2,1
32979,40.68232,-73.9058,1,85,0,1
17475,40.76277,-73.99424,1,180,1,0
35977,40.69164,-73.99055,1,0,0,0
4520,40.67527,-73.96604,1,0,0,1
37665,40.65323,-73.95256,5,69,0,0
24983,40.85145,-73.86129,1,137,4,0
48616,40.75982,-73.98662,2,3,1,1
17150,40.68541,-73.92392,3,0,0,1
14229,40.82564,-73.94143,1,83,1,0
48241,40.71309,-73.77171,1,139,2,1
40756,40.71889,-73.99231,2,239,1,1
726,40.76128,-73.96463,7,0,1,1
758,40.72257,-73.98465,3,365,1,1
47911,40.71329,-73.93993,2,15,0,0
42394,40.71324,-73.73318,1,88,2,0
14718,40.84248,-73.93849,7,0,1,0
45833,40.72049,-73.98816,2,67,1,1
47294,40.6346,-74.03022,2,169,0,0
21805,40.64261,-73.94334,2,0,0,1
3023,40.71078,-74.01623,1,326,1,2
48281,40.58818,-73.81302,1,171,2,1
44171,40.65279,-73.946,7,152,0,0
5822,40.71295,-73.9623,1,297,0,0
20576,40.67816,-73.95112,7,0,0,1
36926,40.72628,-73.97981,4,204,1,1
45730,40.7646,-73.99045,2,7,1,0
33155,40.71162,-73.96431,4,50,0,1
7566,40.6813,-73.9476,1,0,0,0
23690,40.71356,-73.94372,4,8,0,1
35616,40.66631,-73.86278,2,334,0,0
5275,40.727,-73.83924,2,358,2,0
38595,40.69657,-73.93274,2,11,0,1
18339,40.71725,-73.99811,1,229,1,1
20889,40.76501,-73.98076,2,365,1,0
17884,40.67424,-73.88136,30,193,0,0
48256,40.74693,-73.94175,5,15,2,1
36449,40.707,-74.00642,2,89,1,1
19289,40.68709,-73.95444,3,13,0,1
